rat_type ,gtpu_access_tunnel_ip, cell_type ,cell_name,cell_site, loc_eci   ,latitude,longitude, cd_call_id ,s_dl_rtcp_mos, c_dl_rtcp_mos , s_ul_rtcp_mos     , c_ul_rtcp_mos
 6        , 10.36.23.184          , OM        , 404-97-95534-90  , UW_E_T1_OM_AGR387A_A  , 24456794  , 27.21343 , 77.99679          , 1          , 4.387504          , 1             , 4.38213           , 1             
 6        , 10.36.23.184          , OM        , 404-97-93791-90  , UW_E_T1_OM_AGR232A_A   , 24010586  , 27.20887 , 77.99760000000001 , 3          , 13.155132         , 3             , 13.162116         , 3             
 6        , 10.36.23.184          , OM        , 404-97-94032-1   , UW_E_F3_OM_AGR411A_A   , 24072193  , 27.20202 , 77.97005          , 1          , 4.396753          , 1             , 4.388655          , 1             
 6        , 10.36.23.184          , OM        , 404-97-8891-2    , UW_E_F3_OM_AGFE01B_B   , 2276098   , 27.22656 , 78.12948          , 1          , 4.327339          , 1             , 4.316853          , 1             
 6        , 10.36.23.184          , OM        , 404-97-593070-31 , UW_E_F1_OM_AGR189B_B  , 151825951 , 27.20628 , 78.02512          , 1          , 4.390484          , 1             , 4.396269          , 1             
 6        , 10.36.23.184          , OM        , 404-97-509533-60 , UW_E_F5_IM_AGR33A_A   , 130440508 , 27.21015 , 78.00787          , 345        , 2048.774787       , 544           , 2107.879940000001 , 544           
 6        , 10.36.23.184          , Other     , Other            , Other                  , 15865119  , 0        , 0                 , 1          , 13.167085         , 3             , 13.142854         , 3             
 6        , 10.36.23.184          , OM        , 404-97-95915-3   , UW_E_F3_OM_AGR353C_C   , 24554243  , 27.21031 , 77.97062          , 3          , 13.166405         , 3             , 13.167757         , 3             
 6        , 10.36.23.184          , OM        , 404-97-592107-32 , UW_E_F1_OM_AGR364C_C  , 151579424 , 27.22391 , 78.01779000000001 , 1          , 4.384665          , 1             , 4.387327          , 1             
 6        , 10.36.23.184          , OM        , 404-97-93551-90  , UW_E_T1_OM_AGR207A_A  , 23949146  , 27.21474 , 77.95564          , 1          , 4.393574          , 1             , 4.388032          , 1             
 6        , 10.36.23.184          , ULS       , 404-97-60269-20  , UW_E_T2_HS_AGRM154A_A , 15428884  , 27.21681 , 78.01352          , 1          , 30.782972         , 7             , 30.7836           , 7             
 6        , 10.36.23.184          , OM         , 404-97-91235-3   , UW_E_F3_OM_AGR576C_C  , 23356163  , 27.2308  , 78.01263          , 1          , 4.391505          , 1             , 4.399605          , 1             
 6        , 10.36.23.184          , OM        , 404-97-927266-1  , UW_E_F3_OM_AGR225A_A   , 237380097 , 27.21121 , 78.04519999999999 , 1          , 4.386413          , 1             , 4.399593          , 1             
 6        , 10.36.23.184          , OM        , 404-97-91235-2   , UW_E_F3_OM_AGR576B_B   , 23356162  , 27.2308  , 78.01263          , 1          , 4.391346          , 1             , 4.397064          , 1             
 6        , 10.36.23.184          , OM        , 404-97-92766-92  , UW_E_T1_OM_AGR281C_C   , 23748188  , 27.21364 , 78.01069          , 2          , 13.184161         , 3             , 13.164727         , 3             
 6        , 10.36.23.184          , OM        , 404-97-83375-2   , UW_E_F3_OM_AGFE03B_B  , 21344002  , 27.22028 , 78.09898          , 1          , 4.390508          , 1             , 4.379056          , 1             
 6        , 10.36.23.184          , OM        , 404-97-96425-1   , UW_E_F3_OM_AGR594A_A   , 24684801  , 27.21831 , 78.01931999999999 , 1          , 21.964486         , 5             , 22.001792         , 5             
 6        , 10.36.23.184          , OM         , 404-97-91235-21  , UW_E_T2_OM_AGR576B_B   , 23356181  , 27.2308  , 78.01263          , 2          , 13.184612         , 3             , 13.19635          , 3             
 6        , 10.36.23.184          , OM         , 404-97-86353-25  , UW_E_T2_OM_AGR347B_M  , 22106393  , 27.21072 , 78.05840000000001 , 1          , 4.374378          , 1             , 4.394679          , 1             
 6        , 10.36.23.184          , OM        , 404-97-93047-2   , UW_E_F3_OM_AGR80B_B   , 23820034  , 27.1852  , 78.02303000000001 , 1          , 4.390313          , 1             , 4.384129          , 1             
 6        , 10.36.23.184          , OM        , 404-97-84020-22  , UW_E_T2_OM_AGR136C_C  , 21509142  , 27.19263 , 78.00183          , 1          , 4.383285          , 1             , 4.37876           , 1             
 6        , 10.36.23.184          , OM        , 404-97-594480-31 , UW_E_F1_OM_AGR110B_B   , 152186911 , 27.20087 , 78.00819          , 1          , 4.393478          , 1             , 4.394165          , 1             
 6        , 10.36.23.184          , OM        , 404-97-92766-2   , UW_E_F3_OM_AGR281B_B  , 23748098  , 27.21364 , 78.01069          , 15         , 134.896257        , 31            , 134.90028         , 31            
 6        , 10.36.23.184          , OM        , 404-97-595836-60 , UW_E_F5_IM_AGR280A_A   , 152534076 , 27.20772 , 78.01257          , 1          , 4.385555          , 1             , 4.401145          , 1             
 6        , 10.36.23.184          , OM         , 404-97-593063-30 , UW_E_F1_OM_AGR78A_A   , 151824158 , 27.19599 , 78.03667          , 1          , 4.387889          , 1             , 4.398507          , 1             
 6        , 10.36.23.184          , OM         , 404-97-509567-32 , UW_E_F1_OM_AGR61C_C   , 130449184 , 27.20898 , 78.01844          , 5          , 21.916354         , 5             , 21.969966         , 5             
 6        , 10.36.23.184          , OM         , 404-97-92766-3   , UW_E_F3_OM_AGR281C_C   , 23748099  , 27.21364 , 78.01069          , 1          , 57.029904         , 13            , 57.06788899999999 , 13            
 6        , 10.36.23.184          , OM         , 404-97-928666-1  , UW_E_F3_OM_AGR574A_A  , 237738497 , 27.17803 , 78.00688          , 1          , 4.392141          , 1             , 4.39101           , 1             
 6        , 10.36.23.184          , OM         , 404-97-509533-30 , UW_E_F1_OM_AGR33A_A   , 130440478 , 27.21015 , 78.00787          , 434        , 2621.516157999999 , 654           , 2653.676324       , 654           
 6        , 10.36.23.184          , OM        , 404-97-96435-91  , UW_E_T1_OM_AGR282B_B   , 24687451  , 27.22282 , 78.05947999999999 , 1          , 4.385314          , 1             , 4.379001          , 1             
 6        , 10.36.23.184          , OM        , 404-97-95836-1   , UW_E_F3_OM_AGR280A_A   , 24534017  , 27.20772 , 78.01257          , 2          , 8.784753          , 2             , 8.7598             , 2             
 6        , 10.36.23.184          , OM        , 404-97-93515-3   , UW_E_F3_OM_AGR193C_C   , 23939843  , 27.20766 , 77.97884999999999 , 4          , 35.103169         , 8             , 35.184537         , 8             
 6        , 10.36.23.184          , Macro     , 404-97-61754-22  , UW_E_T2_HS_AGRM348C_C  , 15809046  , 27.21061 , 77.97915999999999 , 2          , 8.774920999999999 , 2             , 8.789802          , 2             
 6        , 10.36.23.184          , OM        , 404-97-509516-31 , UW_E_F1_OM_AGR16B_B   , 130436127 , 27.205   , 78.00417          , 1          , 4.354281          , 1             , 4.382133          , 1             
 6        , 10.36.23.184          , OM        , 404-97-93460-21  , UW_E_T2_OM_AGR184B_B  , 23925781  , 27.21437 , 78.02251          , 1          , 8.786711          , 2             , 8.794741999999999 , 2             
 6        , 10.36.23.184          , OM        , 404-97-9514-94   , UW_E_T1_OM_AGR14A_L   , 2435678   , 27.18433 , 78.01878000000001 , 1          , 4.383414          , 1             , 4.391759          , 1             
 6        , 10.36.23.184          , Macro      , 404-97-60411-20  , UW_E_T2_HS_AGRM165A_A , 15465236  , 27.2026  , 78.0104           , 4          , 21.709782         , 5             , 21.808633         , 5             
 6        , 10.36.23.184          , OM        , 404-97-95745-90  , UW_E_T1_OM_AGR385A_A  , 24510810  , 27.20717 , 78.00261999999999 , 3          , 13.185206         , 3             , 13.18776          , 3             
 6        , 10.36.23.184          , ULS       , 404-97-60710-22  , UW_E_T2_HS_AGRM218C_C , 15541782  , 27.2045  , 78.00542          , 5          , 18.558623         , 5             , 18.559744         , 5             
 6        , 10.36.23.184          , OM        , 404-97-8252-2    , UW_E_F3_OM_AGR577B_B   , 2112514   , 27.22068 , 78.00543          , 1          , 4.392823          , 1             , 4.398686          , 1             
 6        , 10.36.23.184          , OM         , 404-97-92187-22  , UW_E_T2_OM_AGR323C_C  , 23599894  , 27.19622 , 78.02757          , 1          , 4.393368          , 1             , 4.399343          , 1             
 6        , 10.36.23.184          , OM        , 404-97-803029-22 , UW_E_T2_OM_AGR749C_C   , 205575446 , 27.21791 , 77.99733999999999 , 1          , 4.393058          , 1             , 4.396332          , 1             
 6        , 10.36.23.184          , OM        , 404-97-93551-20  , UW_E_T2_OM_AGR207A_A   , 23949076  , 27.21474 , 77.95564          , 1          , 4.387214          , 1             , 0                 , 1             
 6        , 10.36.23.184          , OM        , 404-97-595915-32 , UW_E_F1_OM_AGR353C_C   , 152554272 , 27.21031 , 77.97062          , 2          , 8.791468999999999 , 2             , 8.797315999999999 , 2             
 6        , 10.36.23.184          , OM         , 404-97-56405-31  , UW_E_F1_OM_AGR378B_B  , 14439711  , 27.20855 , 78.02240999999999 , 6          , 23.401032          , 6             , 26.340247         , 6             
 6        , 10.36.23.184          , OM        , 404-97-93100-21  , UW_E_T2_OM_AGR224B_B  , 23833621  , 27.15862 , 78.04031000000001 , 1          , 4.390165          , 1             , 4.385499          , 1             
 6        , 10.36.23.184          , OM        , 404-97-509514-37 , UW_E_F1_OM_AGR14B_M   , 130435621 , 27.18433 , 78.01878000000001 , 1          , 4.393752          , 1             , 4.393337          , 1             
 6        , 10.36.23.184          , OM        , 404-97-92511-20  , UW_E_T2_OM_AGR386A_A  , 23682836  , 27.21335 , 78.00526000000001 , 1          , 4.390759          , 1             , 4.391476          , 1             
 6        , 10.36.23.184          , OM        , 404-97-509516-32 , UW_E_F1_OM_AGR16C_C    , 130436128 , 27.205   , 78.00417          , 1          , 8.748116          , 2             , 8.762986          , 2             
 6        , 10.36.23.184          , OM        , 404-97-9533-20   , UW_E_T2_OM_AGR33A_A   , 2440468   , 27.21015 , 78.00787          , 47         , 447.601496        , 103           , 447.85506         , 103           
 6        , 10.36.23.184          , OM        , 404-97-92122-1   , UW_E_F3_OM_AGR102A_A   , 23583233  , 27.21932 , 78.01640999999999 , 1          , 4.387716          , 1             , 4.38576           , 1             
 6        , 10.36.23.184          , OM         , 404-97-594480-60 , UW_E_F5_OM_AGR110A_A  , 152186940 , 27.20087 , 78.00819          , 1          , 13.098049         , 3             , 13.12732          , 3             
 6        , 10.36.23.184          , OM         , 404-97-547166-30 , UW_E_F1_OM_AGR575A_A  , 140074526 , 27.2089  , 78.05441          , 1          , 4.390355          , 1             , 4.388484          , 1             
 6        , 10.36.23.184          , OM         , 404-97-593515-32 , UW_E_F1_OM_AGR193C_C  , 151939872 , 27.20766 , 77.97884999999999 , 1          , 8.781848          , 2             , 8.787188          , 2             
 6        , 10.36.23.184          , OM        , 404-97-509533-63 , UW_E_F5_IM_AGR33D_D   , 130440511 , 27.21015 , 78.00787          , 272        , 1912.164117       , 478           , 1884.261942000001 , 478           
 6        , 10.36.23.184          , OM        , 404-97-591188-61 , UW_E_F5_IM_TUN05B_B   , 151344189 , 27.22883 , 78.23457999999999 , 1          , 4.391251          , 1             , 4.396419          , 1             
 6        , 10.36.23.184          , OM        , 404-97-592511-32 , UW_E_F1_OM_AGR386C_C  , 151682848 , 27.21335 , 78.00526000000001 , 20         , 280.698744        , 65            , 269.352346        , 65            
 6        , 10.36.23.184          , IB        , 404-97-803022-2  , UW_E_F3_OM_IMER01B_B  , 205573634 , 27.19703 , 78.00299          , 2          , 17.560085         , 4             , 17.548783         , 4             
 6        , 10.36.23.184          , Small_cell , 404-97-60008-20  , UW_E_T2_OS_AGRM109A_A , 15362068  , 27.19833 , 78.00694          , 1          , 4.395016          , 1             , 4.39064           , 1             
 6        , 10.36.23.184          , OM        , 404-97-9505-21   , UW_E_T2_OM_AGR05B_B   , 2433301   , 27.20401 , 78.01363000000001 , 1          , 4.371563          , 1             , 4.373402          , 1             
 6        , 10.36.23.184          , OM        , 404-97-802413-1  , UW_E_F3_OM_AGR729A_A   , 205417729 , 27.21144 , 78.01409          , 2          , 8.775848          , 2             , 8.796942          , 2             
 6        , 10.36.23.184          , OM        , 404-97-92511-26  , UW_E_T2_OM_AGR386C_N  , 23682842  , 27.21335 , 78.00526000000001 , 1          , 8.78322           , 2             , 8.782276          , 2             
 6        , 10.36.23.184          , OM        , 404-97-592983-32 , UW_E_F1_OM_AGR372C_C  , 151803680 , 27.20649 , 77.95247999999999 , 1          , 4.394704          , 1             , 4.389051          , 1             
 6        , 10.36.23.184          , OM        , 404-97-93805-21  , UW_E_T2_OM_AGR100B_B  , 24014101  , 27.21062 , 78.00185999999999 , 2          , 8.770658999999998 , 2             , 8.784676000000001 , 2             
 6        , 10.36.23.184          , OM        , 404-97-596816-31 , UW_E_F1_OM_AGR281B_B  , 152784927 , 27.21364 , 78.01069          , 15         , 175.616818        , 44            , 175.422603        , 44            
 6        , 10.36.23.184          , OM        , 404-97-592103-30 , UW_E_F1_OM_AGR90A_A    , 151578398 , 27.16845 , 78.01733          , 1          , 4.388106          , 1             , 4.387524          , 1             
 6        , 10.36.23.184          , OM         , 404-97-9516-1    , UW_E_F3_OM_AGR16A_A    , 2436097   , 27.205   , 78.00417          , 8          , 39.493392         , 9             , 39.41587          , 9             
 6        , 10.36.23.184          , OM        , 404-97-9523-90   , UW_E_T1_OM_AGR23A_A   , 2437978   , 27.21236 , 77.99093999999999 , 1          , 4.387302          , 1             , 4.387334          , 1             
 6        , 10.36.23.184          , Macro     , 404-97-898026-1  , UW_ZQ_F3_OM_JJPR01A_A , 229894657 , 27.21685 , 78.27126          , 1          , 17.601775         , 4             , 17.60437          , 4             
 6        , 10.36.23.184          , OM         , 404-97-9523-92   , UW_E_T1_OM_AGR23C_C   , 2437980   , 27.21236 , 77.99093999999999 , 1          , 4.395081          , 1             , 4.396896          , 1             
 6        , 10.36.23.184          , OM         , 404-97-509533-32 , UW_E_F1_OM_AGR33C_C   , 130440480 , 27.21015 , 78.00787          , 585        , 2631.093506       , 668           , 2671.980112       , 668           
 6        , 10.36.23.184          , OM        , 404-97-9533-90   , UW_E_T1_OM_AGR33A_A   , 2440538   , 27.21015 , 78.00787          , 37         , 362.131552        , 84            , 363.980487        , 84            
 6        , 10.36.23.184          , OM        , 404-97-595849-62 , UW_E_F5_IM_AGR186C_C  , 152537406 , 27.21419 , 78.01475000000001 , 5          , 43.32571299999999 , 10            , 39.285507         , 10            
 6        , 10.36.23.184          , OM        , 404-97-9518-3    , UW_E_F3_OM_AGR18C_C   , 2436611   , 27.20445 , 78.02074          , 2          , 8.78726           , 2             , 8.781803          , 2             
 6        , 10.36.23.184          , OM        , 404-97-593438-61 , UW_E_F5_IM_AGR105B_B  , 151920189 , 27.20907 , 78.03014          , 3          , 8.774642           , 3             , 8.782530999999999 , 3             
 6        , 10.36.23.184          , OM        , 404-97-595696-32 , UW_E_F1_OM_AGR798C_C  , 152498208 , 27.19356 , 78.02540999999999 , 1          , 4.375733          , 1             , 4.376085          , 1             
 6        , 10.36.23.184          , MACRO      , 404-97-61241-30  , UW_E_F1_HS_AGRM267A_A , 15677726  , 27.16452 , 78.05312000000001 , 1          , 8.778303999999999 , 2             , 8.793127          , 2             
 6        , 10.36.23.184          , OM         , 404-97-92766-22  , UW_E_T2_OM_AGR281C_C   , 23748118  , 27.21364 , 78.01069          , 1          , 4.394004          , 1             , 4.390232          , 1             
 6        , 10.36.23.184          , OM        , 404-97-592511-31 , UW_E_F1_OM_AGR386B_B   , 151682847 , 27.21335 , 78.00526000000001 , 6          , 39.398451         , 9             , 38.653133         , 9             
 6        , 10.36.23.184          , OM         , 404-97-593083-30 , UW_E_F1_OM_AGR166A_A   , 151829278 , 27.21361 , 77.94696          , 1          , 4.390989          , 1             , 4.398846          , 1             
 6        , 10.36.23.184          , OM        , 404-97-592122-61 , UW_E_F5_IM_AGR102B_B   , 151583293 , 27.21932 , 78.01640999999999 , 1          , 4.392816          , 1             , 4.397221          , 1             
 6        , 10.36.23.184          , Small_cell , 404-97-60002-1   , UW_E_F3_OS_AGRM72A_A  , 15360513  , 27.20451 , 78.00532          , 1          , 4.393202          , 1             , 4.391592          , 1             
 6        , 10.36.23.184          , Other      , Other            , Other                 , 15431200  , 0        , 0                 , 1          , 8.776275          , 2             , 8.764476          , 2             
 6        , 10.36.23.184          , OM        , 404-97-93862-91  , UW_E_T1_OM_AGR211B_B  , 24028763  , 27.22322 , 77.99617000000001 , 1          , 4.390675          , 1             , 4.385617          , 1             
 6        , 10.36.23.184          , OM        , 404-97-509517-32 , UW_E_F1_OM_AGR17C_C   , 130436384 , 27.20382 , 78.04465          , 1          , 4.394391          , 1             , 4.401751          , 1             
 6        , 10.36.23.184          , OM        , 404-97-91055-93  , UW_E_T1_OM_AGR93D_D   , 23310173  , 27.21523 , 78.00342000000001 , 1          , 4.395559          , 1             , 4.401219          , 1             
 6        , 10.36.23.184          , OM        , 404-97-9524-4    , UW_E_F3_OM_AGR24D_D   , 2438148   , 27.21191 , 78.02643          , 1          , 4.386316          , 1             , 4.386912          , 1             
 6        , 10.36.23.184          , OM        , 404-97-9533-1    , UW_E_F3_OM_AGR33A_A   , 2440449   , 27.21015 , 78.00787          , 88         , 1008.58841        , 238           , 998.779008        , 238           
 6        , 10.36.23.184          , OM        , 404-97-579902-33 , UW_E_F1_OM_AGR623D_D   , 148454945 , 27.21027 , 78.06621          , 1          , 4.385054          , 1             , 4.37844           , 1             
 6        , 10.36.23.184          , OM         , 404-97-92458-25  , UW_E_T2_OM_AGR374B_M   , 23669273  , 27.20117 , 78.03849          , 2          , 21.953835         , 6             , 26.395176         , 6             
 6        , 10.36.23.184          , OM         , 404-97-509567-31 , UW_E_F1_OM_AGR61B_B    , 130449183 , 27.20898 , 78.01844          , 4          , 21.954119         , 5             , 21.953532         , 5             
 6        , 10.36.23.184          , OM        , 404-97-95745-92  , UW_E_T1_OM_AGR385C_C   , 24510812  , 27.20717 , 78.00261999999999 , 1          , 8.777115          , 2             , 8.742522000000001 , 2             
 6        , 10.36.23.184          , OM        , 404-97-93704-22  , UW_E_T2_OM_AGR362C_C   , 23988246  , 27.20267 , 78.00062          , 1          , 43.797892          , 10            , 43.859264         , 10            
 6        , 10.36.23.184          , OM        , 404-97-508252-39 , UW_E_F1_OM_AGR577D_O  , 130112551 , 27.22068 , 78.00543          , 1          , 8.774395          , 2             , 8.778068999999999 , 2             
 6        , 10.36.23.184          , OM        , 404-97-509567-60 , UW_E_F5_IM_AGR61A_A   , 130449212 , 27.20898 , 78.01844          , 1          , 8.785876          , 2             , 8.794851000000001 , 2             
 6        , 10.36.23.184          , OM        , 404-97-83432-2   , UW_E_F3_OM_AGR602B_B  , 21358594  , 27.236   , 78.0472           , 1          , 4.38419           , 1             , 4.385836          , 1             
 6        , 10.36.23.184          , OM        , 404-97-591055-36 , UW_E_F1_OM_AGR93A_L    , 151310116 , 27.21523 , 78.00342000000001 , 1          , 4.393844          , 1             , 4.384913          , 1             
 6        , 10.36.23.184          , OM        , 404-97-502413-61 , UW_E_F5_OM_AGR729B_B  , 128617789 , 27.21144 , 78.01409          , 1          , 4.389106          , 1             , 4.384979          , 1             
 6        , 10.36.23.184          , OM        , 404-97-92766-21  , UW_E_T2_OM_AGR281B_B  , 23748117  , 27.21364 , 78.01069          , 9          , 206.457842        , 47            , 206.706945        , 47            
 6        , 10.36.23.184          , OM        , 404-97-502413-31 , UW_E_F1_OM_AGR729B_B  , 128617759 , 27.21144 , 78.01409          , 4          , 21.965766         , 5             , 21.98337799999999 , 5             
 6        , 10.36.23.184          , OM         , 404-97-595849-31 , UW_E_F1_OM_AGR186B_B   , 152537375 , 27.21419 , 78.01475000000001 , 3          , 39.57354100000001 , 9             , 39.59005399999999 , 9             
 6        , 10.36.23.184          , OM        , 404-97-93936-2   , UW_E_F3_OM_AGR212B_B  , 24047618  , 27.21994 , 78.00051999999999 , 1          , 4.395175          , 1             , 4.389306          , 1             
 6        , 10.36.23.184          , OM        , 404-97-502413-62 , UW_E_F5_OM_AGR729C_C  , 128617790 , 27.21144 , 78.01409          , 4          , 26.351701         , 6             , 17.563102         , 6             
 6        , 10.36.23.184          , OM        , 404-97-8561-1    , UW_E_F3_OM_AGR421A_A  , 2191617   , 27.23061 , 77.89536          , 1          , 3.735024          , 1             , 4.399994          , 1             
 6        , 10.36.23.184          , OM         , 404-97-60710-92  , UW_E_T1_HS_AGRM218C_C  , 15541852  , 27.2045  , 78.00542          , 1          , 4.385635          , 1             , 4.384622          , 1             
 6        , 10.36.23.184          , OM         , 404-97-593841-62 , UW_E_F5_OM_AGR209C_C  , 152023358 , 27.21758 , 78.06637000000001 , 1          , 4.399084          , 1             , 4.399304          , 1             
 6        , 10.36.23.184          , OM         , 404-97-91055-2   , UW_E_F3_OM_AGR93B_B   , 23310082  , 27.21523 , 78.00342000000001 , 1          , 4.395855          , 1             , 4.400385          , 1             
 6        , 10.36.23.184          , OM        , 404-97-593070-61 , UW_E_F5_IM_AGR189B_B  , 151825981 , 27.20628 , 78.02512          , 2          , 4.288254          , 2             , 8.777981          , 2             
 6        , 10.36.23.184          , OM        , 404-97-93438-2   , UW_E_F3_OM_AGR105B_B  , 23920130  , 27.20907 , 78.03014          , 4          , 21.945042         , 5             , 21.973466         , 5             
 6        , 10.36.23.184          , OM        , 404-97-9572-2    , UW_E_F3_OM_AGR53B_B    , 2450434   , 27.19861 , 77.99844          , 1          , 48.30130200000001 , 11            , 48.38749099999999 , 11            
 6        , 10.36.23.184          , OM         , 404-97-596901-31 , UW_E_F1_OM_AGR236B_B   , 152806687 , 27.21465 , 77.96059          , 1          , 4.394449          , 1             , 4.393772          , 1             
 6        , 10.36.23.184          , OM        , 404-97-866728-81 , UW_E_T2_OM_AGR686B_B  , 221882449 , 27.20893 , 77.96153          , 1          , 4.393975          , 1             , 4.392785          , 1             
 6        , 10.36.23.184          , OM        , 404-97-9517-26   , UW_E_T2_OM_AGR17C_N   , 2436378   , 27.20382 , 78.04465          , 3          , 8.777956          , 3             , 13.173027         , 3             
 6        , 10.36.23.184          , OM        , 404-97-593704-30 , UW_E_F1_OM_AGR362A_A  , 151988254 , 27.20267 , 78.00062          , 1          , 8.788824999999999 , 2             , 8.797219          , 2             
 6        , 10.36.23.184          , OM        , 404-97-883959-90 , UW_E_T1_OM_AGR413A_A   , 226293594 , 27.17418 , 77.99679          , 1          , 8.780408999999999 , 2             , 8.766421999999999 , 2             
 6        , 10.36.23.184          , OM        , 404-97-9523-21   , UW_E_T2_OM_AGR23B_B    , 2437909   , 27.21236 , 77.99093999999999 , 1          , 4.393883          , 1             , 4.396974           , 1             
 6        , 10.36.23.184          , OM        , 404-97-95915-21  , UW_E_T2_OM_AGR353B_B  , 24554261  , 27.21031 , 77.97062          , 1          , 4.398069          , 1             , 4.400822          , 1             
 6        , 10.36.23.184          , OM        , 404-97-596816-32 , UW_E_F1_OM_AGR281C_C   , 152784928 , 27.21364 , 78.01069          , 4          , 26.277755         , 6             , 26.336795         , 6             
 6        , 10.36.23.184          , OM        , 404-97-95836-90  , UW_E_T1_OM_AGR280A_A  , 24534106  , 27.20772 , 78.01257          , 2          , 8.789616000000001 , 2             , 8.791115000000001 , 2             
 6        , 10.36.23.184          , OM        , 404-97-503152-63 , UW_E_F5_OM_DARU01D_D   , 128806975 , 27.26033 , 78.07221          , 1          , 8.798584999999999 , 2             , 8.801117          , 2             
 6        , 10.36.23.184          , OM        , 404-97-592109-31 , UW_E_F1_OM_AGR88B_B    , 151579935 , 27.2     , 78.02211          , 1          , 4.391928          , 1             , 4.399441          , 1             
 6        , 10.36.23.184          , OM        , 404-97-509574-36 , UW_E_F1_OM_AGR55A_L   , 130450980 , 27.21527 , 77.99894999999999 , 1          , 8.800955           , 2             , 8.798029          , 2             
 6        , 10.36.23.184          , OM        , 404-97-9565-3    , UW_E_F3_OM_AGR54C_C    , 2448643   , 27.21061 , 77.98547000000001 , 6          , 26.355217         , 6             , 26.330207         , 6             
 6        , 10.36.23.184          , OM        , 404-97-595836-32 , UW_E_F1_OM_AGR280C_C   , 152534048 , 27.20772 , 78.01257          , 14         , 52.67271699999999 , 16            , 51.97232          , 16            
 6        , 10.36.23.184          , OM        , 404-97-91055-24  , UW_E_T2_OM_AGR93A_L   , 23310104  , 27.21523 , 78.00342000000001 , 4          , 21.815047         , 6             , 21.870241         , 6             
